zaman,Tuketim Miktari(MWh),Toplam,Gunes,Ruzgar,Dogal Gaz,Linyit,Jeotermal,Barajli,Akarsu,Biyokutle,Temiz_Enerji,Fosil_Enerji,Yesil_Oran,Karbon_gCO2_kWh
2025-11-16 13:00:00,34099.55,23214.18,2453.87,1387.08,3324.48,4246.78,1257.05,1946.97,1172.91,987.39,3840.95,7571.26,16.545706115830928,179.38143841393494
2025-11-16 14:00:00,34142.77,24836.46,2252.56,1346.91,3765.01,4367.71,1243.68,2294.35,1198.67,995.87,3599.4700000000003,8132.72,14.49268535048876,180.0979688731808
2025-11-16 15:00:00,34407.93,27936.24,1891.24,1190.8,5100.51,4492.72,1243.81,2983.98,1274.69,998.9,3082.04,9593.23,11.032408083550255,188.868527045873
2025-11-16 16:00:00,35351.73,32561.8,705.09,1123.67,7815.19,4646.5,1256.76,4184.26,1619.43,1013.95,1828.7600000000002,12461.689999999999,5.616274284591148,210.4898838516298
2025-11-16 17:00:00,37736.16,37330.76,62.42,1164.92,9758.78,4639.93,1289.08,7229.0,1897.93,1005.32,1227.3400000000001,14398.710000000001,3.2877444766728567,212.13847508060377
2025-11-16 18:00:00,39980.67,39929.05,3.42,1567.52,10235.45,4482.39,1323.98,8886.85,2066.77,1011.67,1570.94,14717.84,3.934328515203843,202.7298921461943
2025-11-16 19:00:00,39651.87,39615.99,2.84,1888.27,10319.68,4409.4,1342.0,8275.68,1982.79,1020.59,1891.11,14729.08,4.773602780089554,204.48798578553763
2025-11-16 20:00:00,38814.36,38783.68,2.69,2151.27,10396.57,4463.64,1355.73,7056.49,1963.99,1012.35,2153.96,14860.21,5.5537793216115645,210.73594615054577
2025-11-16 21:00:00,37952.94,37918.97,2.66,2590.78,10318.22,4486.22,1367.11,5985.14,1783.04,1021.72,2593.44,14804.439999999999,6.839426281884767,214.7326786566196
2025-11-16 22:00:00,36692.01,36657.77,2.62,3208.48,8562.68,4507.72,1377.98,5997.21,1440.41,999.18,3211.1,13070.400000000001,8.759670869231817,196.10358185999863
2025-11-16 23:00:00,34938.14,34908.7,2.6,3557.49,7387.86,4595.28,1381.27,5129.35,1414.5,987.97,3560.0899999999997,11983.14,10.198288678753434,188.79898134275982
2025-11-17,33159.4,33121.21,2.6,4189.77,5900.57,4657.68,1381.07,3990.75,1557.67,1004.27,4192.370000000001,10558.25,12.65765954806603,175.32685249119822
2025-11-17 01:00:00,31269.25,31233.27,2.58,4533.43,4749.18,4589.06,1380.3,2994.53,1537.05,1000.44,4536.01,9338.240000000002,14.523007037047353,164.44105916543484
2025-11-17 02:00:00,30004.04,29959.89,2.54,4806.74,4433.42,4523.45,1382.77,1951.75,1374.05,986.97,4809.28,8956.869999999999,16.052395385964367,164.42912507355666
2025-11-17 03:00:00,29411.25,29368.21,2.55,4983.11,4386.84,4480.25,1379.34,1525.31,1171.65,992.17,4985.66,8867.09,16.97638364748822,166.06049534513681
2025-11-17 04:00:00,29326.97,29281.73,2.55,5225.9,4280.06,4474.25,1385.33,1324.59,1161.83,991.93,5228.45,8754.310000000001,17.85567314499519,164.43258304751805
2025-11-17 05:00:00,29774.9,29708.5,2.68,5508.6,4296.22,4467.56,1387.68,1201.6,1184.28,985.89,5511.280000000001,8763.78,18.551189053637852,162.2457882424222
2025-11-17 06:00:00,31452.66,31305.39,8.1,5805.88,5078.34,4519.04,1388.14,1394.99,1331.72,1000.55,5813.9800000000005,9597.380000000001,18.57181782434271,168.61502124713988
2025-11-17 07:00:00,34647.97,34035.8,129.53,6155.54,6154.11,4516.16,1385.59,2402.16,1523.26,1003.65,6285.07,10670.27,18.46605632892425,172.425754646578
2025-11-17 08:00:00,40172.04,37221.82,1039.01,6568.37,5782.22,4535.46,1386.17,4541.05,1676.4,985.19,7607.38,10317.68,20.437958165398683,152.45691908670776
2025-11-17 09:00:00,42495.73,35727.06,2262.91,6618.35,5033.96,4490.47,1369.19,2672.07,1536.51,1005.5,8881.26,9524.43,24.858636562874192,146.62377760722546
2025-11-17 10:00:00,42749.6,33122.67,2627.08,6380.42,4452.39,4362.41,1341.31,1458.49,1209.71,1006.95,9007.5,8814.8,27.194365671607994,146.3692389532607
2025-11-17 11:00:00,42945.81,31607.37,2695.41,6505.36,3897.59,4222.05,1318.2,1497.59,1047.65,996.56,9200.77,8119.64,29.10957159675101,141.28989536301185
2025-11-17 12:00:00,40983.34,29097.21,2671.58,6947.82,3177.91,4158.94,1292.85,871.79,1016.18,1003.42,9619.4,7336.849999999999,33.05952701307101,138.68228259685378
2025-11-17 13:00:00,41332.83,29898.41,2639.13,7090.95,3648.72,4155.79,1259.48,1103.35,1043.39,994.83,9730.08,7804.51,32.54380416885045,143.56885533377863
2025-11-17 14:00:00,41738.55,32293.78,2520.04,7211.02,4347.5,4021.77,1238.5,2112.55,1110.01,987.42,9731.060000000001,8369.27,30.13292342983696,142.53823801363606
2025-11-17 15:00:00,42835.68,36360.31,1972.36,7243.54,6756.01,4285.83,1227.02,3441.39,1239.08,986.47,9215.9,11041.84,25.346043529331848,167.02310843884445
2025-11-17 16:00:00,44100.65,41407.23,703.54,7255.93,9201.45,4379.33,1228.18,5536.78,1706.61,989.52,7959.47,13580.78,19.22241598870535,180.38948753635535
2025-11-17 17:00:00,46024.32,45628.98,50.05,7592.66,10243.62,4337.1,1248.61,8524.64,1946.18,992.64,7642.71,14580.720000000001,16.749684082352925,175.7522521870969
2025-11-17 18:00:00,45284.58,45187.17,2.69,8013.33,9549.28,4280.09,1274.41,8275.98,2104.85,1010.77,8016.0199999999995,13829.37,17.739592897718534,168.32551142282202
2025-11-17 19:00:00,43979.1,43903.39,2.58,8127.92,9569.79,4308.59,1293.91,6901.64,2019.28,1006.02,8130.5,13878.380000000001,18.519071078565915,173.86149452240477
2025-11-17 20:00:00,43118.86,43053.24,2.66,8533.86,9351.26,4333.34,1304.73,5917.93,1888.87,1012.99,8536.52,13684.6,19.82782248211749,174.81913091790537
2025-11-17 21:00:00,42296.94,42219.2,2.7,8855.17,8830.09,4412.57,1318.81,5219.74,1792.32,1008.14,8857.87,13242.66,20.980667563572975,172.515419524766
2025-11-17 22:00:00,40629.49,40548.7,2.67,9019.11,5960.67,4485.44,1325.56,6404.89,1605.16,1025.15,9021.78,10446.11,22.24924596842809,141.69037478390183
2025-11-17 23:00:00,38279.47,38199.68,2.66,9008.15,5151.36,4458.35,1331.24,5593.95,1341.99,1010.78,9010.81,9609.71,23.588705455124227,138.36085799671616
2025-11-18,36012.03,35932.27,2.65,9027.6,4737.69,4396.53,1335.85,4257.03,1284.22,1016.48,9030.25,9134.22,25.131309544317688,139.8136271379459
2025-11-18 01:00:00,34180.64,34118.0,3.18,9025.44,4315.36,4401.96,1336.47,3206.63,1229.21,1011.97,9028.62,8717.32,26.462922797350373,140.52775660941438
2025-11-18 02:00:00,33156.33,33086.19,3.11,9085.22,4329.06,4451.21,1349.12,2541.13,1062.4,1007.56,9088.33,8780.27,27.4686508177581,145.95662117638807
2025-11-18 03:00:00,32245.18,32176.07,3.09,8907.19,4333.52,4471.81,1354.58,2167.97,1057.29,1011.34,8910.28,8805.330000000002,27.6922570096348,150.51345611816487
2025-11-18 04:00:00,32130.69,32071.57,3.09,8891.04,4384.31,4501.52,1358.39,1725.68,1091.6,1011.93,8894.130000000001,8885.830000000002,27.732131604408515,152.38438592186165
2025-11-18 05:00:00,32454.71,32374.91,3.21,8603.34,4461.72,4546.29,1363.01,1718.91,1082.35,1015.17,8606.55,9008.01,26.58401212543911,153.03225553368335
2025-11-18 06:00:00,33880.97,33728.69,9.41,8528.61,4667.81,4586.09,1359.93,1731.5,1194.41,1027.46,8538.02,9253.900000000001,25.313820370728894,150.8995754059823
2025-11-18 07:00:00,36434.31,35894.97,141.26,8574.11,5194.61,4644.61,1358.66,3034.79,1343.87,1021.29,8715.37,9839.22,24.280198590498895,150.76126265044934
2025-11-18 08:00:00,41211.14,38483.57,1074.06,8623.6,5215.87,4605.36,1356.96,4644.7,1451.55,985.01,9697.66,9821.23,25.19948123316002,140.363186159704
2025-11-18 09:00:00,42407.13,36133.25,2191.85,8252.2,4359.67,4648.22,1349.57,2604.09,1286.28,992.49,10444.050000000001,9007.89,28.90426407809981,137.11303300976246
2025-11-18 10:00:00,42536.78,33536.34,2472.0,7949.77,4391.49,4575.27,1323.65,1667.34,1003.58,998.81,10421.77,8966.76,31.076050636414116,147.0559399147313
2025-11-18 11:00:00,42514.04,31946.01,2528.05,8030.16,3638.6,4475.64,1290.45,1541.12,997.16,989.21,10558.21,8114.24,33.05016808045825,139.69919874187732
2025-11-18 12:00:00,40677.16,29595.77,2519.96,7930.05,3188.61,4382.47,1257.64,1254.54,870.95,990.11,10450.01,7571.08,35.30913370390431,140.69895799298345
2025-11-18 13:00:00,41629.31,31012.39,2574.32,7716.75,3746.45,4507.11,1229.96,983.23,933.22,977.75,10291.07,8253.56,33.18373720954754,146.375625999802
2025-11-18 14:00:00,42101.06,33363.45,2483.99,7251.42,4257.71,4604.01,1208.83,1567.26,1005.54,962.55,9735.41,8861.720000000001,29.179865991077065,146.08639094578052
2025-11-18 15:00:00,42170.98,36285.83,1931.77,6939.64,6564.08,4627.82,1200.26,2587.12,1150.0,993.91,8871.41,11191.9,24.448689750241346,169.64046295757876
2025-11-18 16:00:00,42923.84,40578.87,668.67,6924.57,9749.08,4651.29,1207.53,4308.16,1412.92,987.33,7593.24,14400.369999999999,18.71230026858806,195.1804843259558
2025-11-18 17:00:00,44897.05,44568.12,44.44,6957.99,11334.34,4596.39,1231.41,7012.39,1730.9,1000.49,7002.429999999999,15930.73,15.711746423228082,196.59571684872503
2025-11-18 18:00:00,45081.57,45008.54,3.59,6969.96,11513.79,4669.74,1251.73,6963.47,1945.01,1003.57,6973.55,16183.53,15.493837391748322,197.76116932475483
2025-11-18 19:00:00,44087.04,44024.35,2.79,6904.49,11378.29,4707.58,1271.02,6137.73,1918.19,1008.56,6907.28,16085.87,15.689680824361973,200.96216071333254
2025-11-18 20:00:00,43073.93,42986.73,2.77,7226.13,10978.8,4733.59,1282.35,5399.68,1644.64,1020.47,7228.900000000001,15712.39,16.81658502519266,201.03447040516917
2025-11-18 21:00:00,41664.28,41610.52,2.82,7385.09,9430.37,4800.86,1307.77,5370.77,1545.23,1026.5,7387.91,14231.23,17.754909095103834,188.1057122093163
2025-11-18 22:00:00,39615.36,39566.37,2.82,7441.19,6375.54,4856.17,1311.07,6561.54,1354.43,1025.82,7444.009999999999,11231.71,18.813982682768216,156.1285632217461
2025-11-18 23:00:00,37642.72,37594.15,2.79,7542.88,5493.23,4842.18,1312.01,5581.14,1211.11,1019.4,7545.67,10335.41,20.07139408657996,151.206384503972
2025-11-19,35871.21,35813.68,2.77,7726.75,5279.62,4872.13,1327.29,4318.07,1093.45,1019.71,7729.52,10151.75,21.582590786537438,155.90306553250045
2025-11-19 01:00:00,33944.99,33894.56,2.76,7687.48,4691.82,4886.39,1335.01,3126.54,1062.79,1017.78,7690.24,9578.21,22.688714649194445,155.4236284524714
2025-11-19 02:00:00,33029.13,32978.59,2.75,7804.62,4591.65,4863.59,1338.4,2235.52,1025.47,1008.07,7807.37,9455.24,23.67405641053787,157.68964046067464
2025-11-19 03:00:00,32310.15,32256.43,2.75,7746.06,4651.54,4772.86,1342.94,1863.04,853.83,1004.62,7748.81,9424.4,24.022528221504984,160.69416237320743
2025-11-19 04:00:00,32060.21,32014.89,2.75,7521.44,4698.9,4692.39,1352.29,1556.61,806.35,1014.36,7524.19,9391.29,23.502157902151154,161.3377244151081
2025-11-19 05:00:00,32271.56,32218.33,2.88,7296.43,4979.11,4691.19,1349.6,1384.06,940.31,1015.38,7299.31,9670.3,22.65576769497364,165.08195800340985
2025-11-19 06:00:00,33746.69,33637.06,8.75,7170.89,6182.02,4596.89,1349.88,1518.37,1197.55,1012.3,7179.64,10778.91,21.3444337882086,176.24609582407024
2025-11-19 07:00:00,36385.39,35874.43,139.59,7114.02,6776.16,4478.45,1353.44,2862.32,1390.49,1022.65,7253.610000000001,11254.61,20.21944320787815,172.54728507184646
2025-11-19 08:00:00,41034.65,38555.5,1055.48,7089.96,6342.82,4553.07,1351.28,4841.87,1560.49,1031.56,8145.4400000000005,10895.89,21.126531882610784,155.43150782638014
2025-11-19 09:00:00,42766.88,37177.29,2197.33,6718.01,5939.84,4572.12,1335.94,3389.6,1329.86,1008.65,8915.34,10511.96,23.980607516040035,155.5137020476748
2025-11-19 10:00:00,43296.77,34991.26,2496.26,6436.07,5617.7,4598.12,1297.02,1670.16,1132.24,1016.48,8932.33,10215.82,25.52731739297184,160.57441201031344
2025-11-19 11:00:00,43509.15,33706.32,2516.46,6038.89,5016.92,4680.62,1267.94,1517.36,1087.4,1015.39,8555.35,9697.54,25.382035179159278,158.23878133240297
2025-11-19 12:00:00,41400.37,31427.11,2495.25,5689.63,4120.03,4695.56,1239.19,771.72,930.25,1018.56,8184.88,8815.59,26.044011046513667,154.27999901995443
2025-11-19 13:00:00,41988.92,32518.39,2475.75,5489.91,4768.69,4815.51,1219.66,1143.37,963.37,1014.07,7965.66,9584.2,24.495862187519123,162.10242881028242
2025-11-19 14:00:00,42347.9,34695.42,2292.96,5167.34,6104.74,4780.61,1216.61,2531.59,1088.22,1004.21,7460.3,10885.349999999999,21.50226168180123,172.5571415477893
2025-11-19 15:00:00,42629.48,37847.02,1802.64,4860.01,8794.39,4793.11,1211.75,3420.54,1220.72,1003.97,6662.650000000001,13587.5,17.604160116172952,197.4561009030566
2025-11-19 16:00:00,44219.33,42433.33,605.43,4714.75,11436.52,4784.22,1214.12,6317.95,1637.75,997.22,5320.18,16220.740000000002,12.537738612548202,210.24527181816745
2025-11-19 17:00:00,45602.23,45350.31,45.72,4736.18,12013.36,4714.18,1229.82,8971.92,1911.85,1002.4,4781.900000000001,16727.54,10.544360115730193,202.8684478672803
2025-11-19 18:00:00,45287.19,45220.08,3.49,4960.64,12334.25,4724.2,1246.16,8408.12,1807.79,1005.44,4964.13,17058.45,10.97771167145215,207.47746355159038
2025-11-19 19:00:00,44022.57,43959.38,3.47,5214.21,12295.56,4760.01,1262.66,6925.01,1676.96,1022.84,5217.68,17055.57,11.869321177869207,213.3916242676762
2025-11-19 20:00:00,42837.84,42775.55,3.36,5491.06,12155.8,4753.38,1270.84,5725.75,1535.35,1038.53,5494.42,16909.18,12.84476763010645,217.41506538197638
2025-11-19 21:00:00,41671.71,41612.24,3.35,6059.36,10856.71,4802.37,1278.41,5390.95,1469.91,1045.78,6062.71,15659.079999999998,14.569535309803078,206.97020876549783
2025-11-19 22:00:00,39864.47,39806.12,3.29,6232.29,8330.42,4819.02,1285.28,6117.89,1249.28,1048.62,6235.58,13149.44,15.664877662027848,181.6854292756993
2025-11-19 23:00:00,37759.93,37709.56,2.78,6620.0,6447.98,4817.18,1290.06,5638.16,1148.36,1030.99,6622.78,11265.16,17.562602162422476,164.3041711438691
2025-11-20,36046.23,35999.67,3.29,6875.37,5907.07,4745.44,1291.88,4216.73,1112.74,1063.67,6878.66,10652.509999999998,19.107564041559268,162.74817241380268
2025-11-20 01:00:00,34289.46,34242.96,3.24,7073.14,5034.0,4813.02,1295.97,3153.28,1037.25,1058.4,7076.38,9847.02,20.665211185014382,158.15983781775876
2025-11-20 02:00:00,33096.12,33049.49,3.25,7127.68,4737.62,4846.55,1296.87,2280.94,966.19,1049.07,7130.93,9584.17,21.57652054540025,159.49696954476454
2025-11-20 03:00:00,32359.2,32299.75,2.95,7151.48,4648.45,4870.35,1300.68,1690.11,889.14,1049.92,7154.429999999999,9518.8,22.150109520971522,162.0860842576181
2025-11-20 04:00:00,32137.43,32082.31,2.69,7222.41,4671.57,4834.73,1302.04,1453.58,828.8,1049.48,7225.099999999999,9506.3,22.520510524335684,162.9703409760706
2025-11-20 05:00:00,32391.77,32326.35,2.69,7235.73,4879.99,4805.49,1304.11,1526.71,854.49,1051.06,7238.419999999999,9685.48,22.391702125355938,164.7886012494451
2025-11-20 06:00:00,33661.9,33542.55,8.11,7160.42,6124.07,4805.39,1311.37,1483.91,946.72,1050.24,7168.53,10929.46,21.371452081013516,179.21127046095182
2025-11-20 07:00:00,36372.93,35872.46,126.61,7066.09,6538.38,4857.83,1316.5,2980.89,1129.62,1035.95,7192.7,11396.21,20.05075760067751,174.72778560489022
2025-11-20 08:00:00,40954.15,38529.51,980.74,7190.24,6427.16,4888.45,1315.77,4558.49,1281.68,1027.8,8170.98,11315.61,21.207069594188972,161.5277614483029
2025-11-20 09:00:00,42610.03,37031.57,2141.99,7026.11,5862.95,4848.67,1293.65,2905.42,1139.27,1021.81,9168.099999999999,10711.619999999999,24.75752445818527,159.09104042847764
2025-11-20 10:00:00,42743.77,34441.29,2468.8,6992.19,4692.88,4746.3,1266.76,1507.02,896.33,1012.91,9460.99,9439.18,27.469906034297786,150.7361948405533
2025-11-20 11:00:00,42484.35,32402.04,2533.43,7181.37,3994.48,4752.81,1237.57,1368.69,781.45,1029.88,9714.8,8747.29,29.982062857770682,148.47859887834224
2025-11-20 12:00:00,40454.01,29621.91,2505.72,7576.01,3703.8,4709.47,1212.36,729.81,658.67,1020.04,10081.73,8413.27,34.03470606723199,156.21202346506354
2025-11-20 13:00:00,40863.26,30571.54,2519.08,7838.55,3532.68,4764.14,1192.75,1006.4,721.16,1025.36,10357.630000000001,8296.82,33.879974643083074,149.2646755773507
2025-11-20 14:00:00,41650.5,33178.75,2433.31,7604.06,4433.52,4753.5,1180.53,1708.89,714.66,1019.02,10037.37,9187.02,30.252405530648385,152.29208454206383
2025-11-20 15:00:00,42099.34,36574.86,1945.73,7175.81,6159.03,4759.0,1179.72,3115.49,933.89,1019.55,9121.54,10918.029999999999,24.93937092308761,164.1815307016896
2025-11-20 16:00:00,43081.17,40814.75,683.6,6713.02,9671.73,4707.77,1187.66,4738.17,1287.23,1025.99,7396.620000000001,14379.5,18.122418978433043,193.77124691441207
2025-11-20 17:00:00,45251.45,44925.02,47.97,6129.85,11379.19,4768.75,1200.68,7862.83,1791.02,989.5,6177.820000000001,16147.94,13.751401780121636,197.69311176711776
2025-11-20 18:00:00,44874.31,44807.24,3.2,6211.1,11279.7,4694.79,1225.96,7943.43,1744.28,982.4,6214.3,15974.490000000002,13.868964033491018,196.08370209814308
2025-11-20 19:00:00,43525.25,43466.28,2.95,6028.5,11426.36,4693.12,1249.18,6650.24,1678.58,1007.78,6031.45,16119.48,13.876158714295311,203.96762731938415
2025-11-20 20:00:00,42700.76,42647.88,3.39,6482.11,11057.44,4716.6,1269.52,5740.17,1606.68,1030.53,6485.5,15774.04,15.207086495272451,203.42680574040259
2025-11-20 21:00:00,41484.3,41418.89,3.42,6880.01,10404.91,4745.13,1284.5,4945.66,1414.33,1009.82,6883.43,15150.04,16.619059564367852,201.17685432902718
2025-11-20 22:00:00,39896.76,39829.99,3.38,7024.03,7464.13,4765.01,1286.25,6245.37,1205.04,1024.09,7027.41,12229.14,17.64351434685271,168.86840795089327
2025-11-20 23:00:00,37853.88,37797.75,2.83,7123.76,5758.14,4737.86,1284.05,5901.58,1209.27,999.87,7126.59,10496.0,18.854534992162232,152.72866771170243
2025-11-21,35866.23,35812.7,3.34,7365.19,5445.32,4731.08,1311.84,4295.35,1137.2,1014.78,7368.53,10176.4,20.575187014662397,156.2858985778788
2025-11-21 01:00:00,34255.06,34208.15,3.35,7559.3,5006.02,4600.08,1311.49,3181.63,1000.65,1022.12,7562.650000000001,9606.1,22.10774333017132,154.44725891344606
2025-11-21 02:00:00,33086.92,33040.62,3.33,7824.51,4371.07,4594.6,1322.7,2385.24,1005.3,1023.66,7827.84,8965.67,23.691565109855688,149.24412738017628
2025-11-21 03:00:00,32288.01,32238.98,3.29,7892.6,3926.89,4587.69,1328.55,1896.05,977.31,1033.69,7895.89,8514.58,24.491748808430046,145.25952744162504
2025-11-21 04:00:00,32211.51,32162.06,3.3,7914.17,4002.87,4582.26,1327.16,1767.75,885.73,1031.75,7917.47,8585.130000000001,24.617421893995594,146.81340374341696
2025-11-21 05:00:00,32463.05,32398.98,3.42,7926.24,4356.0,4540.73,1334.49,1636.02,917.13,1029.09,7929.66,8896.73,24.475029769455706,151.02949228648555
2025-11-21 06:00:00,33855.72,33730.36,8.72,7950.16,5089.21,4599.65,1338.95,1996.07,1065.26,1031.22,7958.88,9688.86,23.59559755662258,157.9844685915004
2025-11-21 07:00:00,36237.99,35767.15,116.47,8178.48,5243.76,4614.88,1338.54,3287.1,1355.36,1018.03,8294.949999999999,9858.64,23.191531894489774,151.59865966396538
2025-11-21 08:00:00,41146.05,38641.66,965.98,8176.27,5247.95,4607.25,1339.43,5189.54,1453.89,1026.09,9142.25,9855.2,23.65905087928417,140.2724417118726
2025-11-21 09:00:00,42873.89,36986.74,2070.8,7963.29,4617.93,4548.02,1324.8,3559.17,1312.35,1037.63,10034.09,9165.95,27.128884567820794,136.29945488572395
2025-11-21 10:00:00,43004.38,34096.9,2416.73,7702.88,3976.82,4545.01,1295.92,1639.79,1073.39,1017.59,10119.61,8521.83,29.67897374834663,137.46136745569243
2025-11-21 11:00:00,42909.58,32389.77,2467.12,7685.7,4235.1,4484.74,1264.73,1453.41,873.26,1010.82,10152.82,8719.84,31.34576133143273,148.0687266380712
2025-11-21 12:00:00,40200.31,29045.06,2483.51,7780.47,3603.82,4360.11,1230.62,833.09,671.66,1003.26,10263.98,7963.93,35.3381263457538,150.80573081962993
2025-11-21 13:00:00,40257.41,29850.0,2448.62,7694.66,4072.5,4181.77,1202.24,1050.96,737.0,968.72,10143.279999999999,8254.27,33.98083752093802,152.0887269681742
2025-11-21 14:00:00,42243.75,33726.66,2304.14,7435.26,4852.65,4302.55,1185.23,1449.22,1029.73,967.74,9739.4,9155.2,28.8774518437343,149.29910047422425
2025-11-21 15:00:00,42877.06,37374.31,1605.89,6903.93,7538.72,4489.02,1185.14,2796.46,1107.35,967.35,8509.82,12027.740000000002,22.76916951777839,177.00011050371236
2025-11-21 16:00:00,43837.3,41803.87,562.51,6222.81,10206.78,4635.95,1193.7,5769.46,1489.69,992.6,6785.320000000001,14842.73,16.23132021030589,195.2809991036715
2025-11-21 17:00:00,45625.95,45315.59,41.91,6045.92,10899.83,4694.88,1220.26,8948.4,1730.04,1012.5,6087.83,15594.71,13.434294908220329,189.2746072598856
